date,systeme_id,asset_id,age_jours,usure,disponible,usage,evenement
2026-01-01,SYS_000,AST_3C044E12,0,0.006111,1,2.575598,EXPLOITATION
2026-01-01,SYS_001,AST_F94717AF,0,0.009513,1,1.782974,EXPLOITATION
2026-01-01,SYS_002,AST_53ADD945,0,0.001567,1,1.478781,EXPLOITATION
2026-01-01,SYS_003,AST_35B3FF0B,0,0.005461,1,3.852626,EXPLOITATION
2026-01-01,SYS_004,AST_65F217BF,0,0.036249,1,4.033207,EXPLOITATION
2026-01-01,SYS_005,AST_D395BFCC,0,0.004498,1,3.346556,EXPLOITATION
2026-01-01,SYS_006,AST_5923ED69,0,0.003535,1,1.482314,EXPLOITATION
2026-01-01,SYS_007,AST_2D18E63E,0,0.001222,1,1.155577,EXPLOITATION
2026-01-01,SYS_008,AST_A4091273,0,0.018601,1,2.97246,EXPLOITATION
2026-01-01,SYS_009,AST_5A00C9C1,0,0.003175,1,1.824389,EXPLOITATION
2026-01-01,SYS_010,AST_36B79295,0,0.002889,1,1.916496,EXPLOITATION
2026-01-01,SYS_011,AST_F27373CF,0,0.004606,1,2.490433,EXPLOITATION
2026-01-02,SYS_000,AST_3C044E12,1,0.012007,1,1.920286,EXPLOITATION
2026-01-02,SYS_001,AST_F94717AF,1,0.027984,1,4.527198,EXPLOITATION
2026-01-02,SYS_002,AST_53ADD945,1,0.006432,1,2.177103,EXPLOITATION
2026-01-02,SYS_003,AST_35B3FF0B,1,0.01412,1,3.853713,EXPLOITATION
2026-01-02,SYS_004,AST_65F217BF,1,0.038139,1,2.475329,EXPLOITATION
2026-01-02,SYS_005,AST_D395BFCC,1,0.005615,1,1.316445,EXPLOITATION
2026-01-02,SYS_006,AST_5923ED69,1,0.009461,1,2.754325,EXPLOITATION
2026-01-02,SYS_007,AST_2D18E63E,1,0.007211,1,4.307023,EXPLOITATION
2026-01-02,SYS_008,AST_A4091273,1,0.021858,1,2.163542,EXPLOITATION
2026-01-02,SYS_009,AST_5A00C9C1,1,0.012264,1,3.952676,EXPLOITATION
2026-01-02,SYS_010,AST_36B79295,1,0.008103,1,2.084939,EXPLOITATION
2026-01-02,SYS_011,AST_F27373CF,1,0.0079,1,6.037542,EXPLOITATION
2026-01-03,SYS_000,AST_3C044E12,2,0.015419,1,2.670498,EXPLOITATION
2026-01-03,SYS_001,AST_F94717AF,2,0.060806,1,7.559415,EXPLOITATION
2026-01-03,SYS_002,AST_53ADD945,2,0.011122,1,3.229105,EXPLOITATION
2026-01-03,SYS_003,AST_35B3FF0B,2,0.016115,1,1.69053,EXPLOITATION
