date,systeme_id,asset_id,age_jours,usure,disponible,usage,evenement
2026-01-01,SYS_000,AST_FBF330ED,0,0.009952,1,5.096844,EXPLOITATION
2026-01-01,SYS_001,AST_95CFC08A,0,0.006454,1,1.984456,EXPLOITATION
2026-01-01,SYS_002,AST_D9DC9CF1,0,0.003501,1,1.445668,EXPLOITATION
2026-01-01,SYS_003,AST_7683D3F8,0,0.017645,1,5.166439,EXPLOITATION
2026-01-01,SYS_004,AST_E3BB09B0,0,0.003928,1,2.256665,EXPLOITATION
2026-01-01,SYS_005,AST_7AB88884,0,0.024775,1,5.147036,EXPLOITATION
2026-01-01,SYS_006,AST_E249157B,0,0.006422,1,4.486435,EXPLOITATION
2026-01-01,SYS_007,AST_D431CA27,0,0.001338,1,2.013523,EXPLOITATION
2026-01-01,SYS_008,AST_DE413253,0,0.002882,1,2.258821,EXPLOITATION
2026-01-01,SYS_009,AST_182DCC61,0,0.011084,1,2.523354,EXPLOITATION
2026-01-01,SYS_010,AST_8388ABDD,0,0.011327,1,4.409695,EXPLOITATION
2026-01-01,SYS_011,AST_A0EE8581,0,0.005479,1,2.540405,EXPLOITATION
2026-01-01,SYS_012,AST_3C042C86,0,0.006077,1,3.05551,EXPLOITATION
2026-01-01,SYS_013,AST_686CD570,0,0.005381,1,3.132876,EXPLOITATION
2026-01-01,SYS_014,AST_6AA5673F,0,0.004064,1,2.460279,EXPLOITATION
2026-01-01,SYS_015,AST_FCBE6B6B,0,0.01086,1,3.313601,EXPLOITATION
2026-01-01,SYS_016,AST_B97C7FF3,0,0.003412,1,2.245996,EXPLOITATION
2026-01-01,SYS_017,AST_A38EC274,0,0.002585,1,1.897329,EXPLOITATION
2026-01-01,SYS_018,AST_1D5B34FE,0,0.006904,1,1.713954,EXPLOITATION
2026-01-01,SYS_019,AST_A2659BA7,0,0.008844,1,2.730527,EXPLOITATION
2026-01-01,SYS_020,AST_A3EFBD2F,0,0.006103,1,2.624795,EXPLOITATION
2026-01-01,SYS_021,AST_D52B2838,0,0.010382,1,2.821361,EXPLOITATION
2026-01-01,SYS_022,AST_618CB16A,0,0.003504,1,1.340022,EXPLOITATION
2026-01-01,SYS_023,AST_76031ACF,0,0.011042,1,4.598078,EXPLOITATION
2026-01-01,SYS_024,AST_B4F586D0,0,0.010109,1,2.474067,EXPLOITATION
2026-01-01,SYS_025,AST_6B5DB20C,0,0.007934,1,1.583386,EXPLOITATION
2026-01-01,SYS_026,AST_6DE321F1,0,0.002113,1,1.122318,EXPLOITATION
2026-01-01,SYS_027,AST_E5156798,0,0.009694,1,3.705889,EXPLOITATION
2026-01-01,SYS_028,AST_BDF50FB3,0,0.00844,1,3.924855,EXPLOITATION
