date,systeme_id,asset_id,quantite,increment_usure
2026-01-01,SYS_000,AST_FBF330ED,5.096844,0.009952
2026-01-01,SYS_001,AST_95CFC08A,1.984456,0.006454
2026-01-01,SYS_002,AST_D9DC9CF1,1.445668,0.003501
2026-01-01,SYS_003,AST_7683D3F8,5.166439,0.017645
2026-01-01,SYS_004,AST_E3BB09B0,2.256665,0.003928
2026-01-01,SYS_005,AST_7AB88884,5.147036,0.024775
2026-01-01,SYS_006,AST_E249157B,4.486435,0.006422
2026-01-01,SYS_007,AST_D431CA27,2.013523,0.001338
2026-01-01,SYS_008,AST_DE413253,2.258821,0.002882
2026-01-01,SYS_009,AST_182DCC61,2.523354,0.011084
2026-01-01,SYS_010,AST_8388ABDD,4.409695,0.011327
2026-01-01,SYS_011,AST_A0EE8581,2.540405,0.005479
2026-01-01,SYS_012,AST_3C042C86,3.05551,0.006077
2026-01-01,SYS_013,AST_686CD570,3.132876,0.005381
2026-01-01,SYS_014,AST_6AA5673F,2.460279,0.004064
2026-01-01,SYS_015,AST_FCBE6B6B,3.313601,0.01086
2026-01-01,SYS_016,AST_B97C7FF3,2.245996,0.003412
2026-01-01,SYS_017,AST_A38EC274,1.897329,0.002585
2026-01-01,SYS_018,AST_1D5B34FE,1.713954,0.006904
2026-01-01,SYS_019,AST_A2659BA7,2.730527,0.008844
2026-01-01,SYS_020,AST_A3EFBD2F,2.624795,0.006103
2026-01-01,SYS_021,AST_D52B2838,2.821361,0.010382
2026-01-01,SYS_022,AST_618CB16A,1.340022,0.003504
2026-01-01,SYS_023,AST_76031ACF,4.598078,0.011042
2026-01-01,SYS_024,AST_B4F586D0,2.474067,0.010109
2026-01-01,SYS_025,AST_6B5DB20C,1.583386,0.007934
2026-01-01,SYS_026,AST_6DE321F1,1.122318,0.002113
2026-01-01,SYS_027,AST_E5156798,3.705889,0.009694
2026-01-01,SYS_028,AST_BDF50FB3,3.924855,0.00844
2026-01-01,SYS_029,AST_B89570A7,1.236064,0.003463
2026-01-01,SYS_030,AST_3566E90D,4.121591,0.005588
2026-01-01,SYS_031,AST_CC4CA361,2.252903,0.007113
2026-01-01,SYS_032,AST_C6611059,4.804162,0.012546
2026-01-01,SYS_033,AST_79CDAF02,2.463152,0.006144
2026-01-01,SYS_034,AST_88E26ED8,4.36949,0.005841
2026-01-01,SYS_035,AST_D8A848C2,1.138991,0.002718
2026-01-01,SYS_036,AST_3E1B9AFC,1.981908,0.001982
2026-01-01,SYS_037,AST_ABD0D48E,2.707116,0.006352
2026-01-01,SYS_038,AST_9CB3E137,4.512258,0.032066
2026-01-01,SYS_039,AST_3272C4A1,7.632472,0.026167
2026-01-01,SYS_040,AST_A08ECEF8,3.254938,0.009111
2026-01-01,SYS_041,AST_1AAF5310,9.438358,0.03628
2026-01-01,SYS_042,AST_B568244D,2.972522,0.006624
2026-01-01,SYS_043,AST_0156426D,3.134635,0.018304
2026-01-01,SYS_044,AST_2CDF7154,2.331478,0.005495
2026-01-01,SYS_045,AST_2616CDB7,4.415236,0.009067
2026-01-01,SYS_046,AST_48F4C011,5.733915,0.023698
2026-01-01,SYS_047,AST_A130CD16,1.218474,0.003101
2026-01-01,SYS_048,AST_1D78C349,2.521677,0.005587
2026-01-01,SYS_049,AST_0C241693,1.632511,0.00773
2026-01-01,SYS_050,AST_DE5C366D,0.831573,0.003519
2026-01-01,SYS_051,AST_4FF55DAA,2.9215,0.009353
2026-01-01,SYS_052,AST_86C76A74,2.207916,0.001262
2026-01-01,SYS_053,AST_42D22198,1.895603,0.004101
2026-01-01,SYS_054,AST_8E1BF026,2.672141,0.004371
2026-01-01,SYS_055,AST_AFFB6DE6,2.5005,0.003173
2026-01-01,SYS_056,AST_ED887951,2.178211,0.004422
2026-01-01,SYS_057,AST_82DF3FB7,7.551277,0.008909
2026-01-01,SYS_058,AST_04B347DD,2.357387,0.001875
2026-01-01,SYS_059,AST_C644E1B6,1.715033,0.003158
2026-01-01,SYS_060,AST_59181FE3,4.238122,0.006718
2026-01-01,SYS_061,AST_D932504E,3.748888,0.008707
2026-01-01,SYS_062,AST_68867D96,2.291674,0.004065
2026-01-01,SYS_063,AST_B04E572A,1.850511,0.001552
