date,systeme_id,asset_id,age_jours,usure,disponible,usage,evenement
2026-01-01,SYS_000,AST_611BCAFE,0,0.002188,1,1.861476,EXPLOITATION
2026-01-01,SYS_001,AST_5733BC75,0,0.0122,1,2.076691,EXPLOITATION
2026-01-01,SYS_002,AST_8C3021C3,0,0.008919,1,4.158872,EXPLOITATION
2026-01-01,SYS_003,AST_10E8FC0A,0,0.004777,1,4.684133,EXPLOITATION
2026-01-01,SYS_004,AST_34B81456,0,0.002082,1,1.13849,EXPLOITATION
2026-01-01,SYS_005,AST_2355582B,0,0.006437,1,2.561048,EXPLOITATION
2026-01-01,SYS_006,AST_01B706B3,0,0.003021,1,2.568415,EXPLOITATION
2026-01-01,SYS_007,AST_48BC3EF9,0,0.010236,1,4.398868,EXPLOITATION
2026-01-01,SYS_008,AST_18D5AB2B,0,0.004391,1,2.413655,EXPLOITATION
2026-01-01,SYS_009,AST_59AE948D,0,0.009348,1,3.733826,EXPLOITATION
2026-01-01,SYS_010,AST_BA1E579E,0,0.006256,1,2.53405,EXPLOITATION
2026-01-01,SYS_011,AST_C95E4C36,0,0.004723,1,6.402539,EXPLOITATION
2026-01-01,SYS_012,AST_400DB418,0,0.008679,1,1.76536,EXPLOITATION
2026-01-01,SYS_013,AST_0D114CD8,0,0.007089,1,2.024526,EXPLOITATION
2026-01-01,SYS_014,AST_C582AD53,0,0.002336,1,1.36424,EXPLOITATION
2026-01-01,SYS_015,AST_0CF332F9,0,0.008217,1,3.434119,EXPLOITATION
2026-01-01,SYS_016,AST_75491F89,0,0.013243,1,4.476201,EXPLOITATION
2026-01-01,SYS_017,AST_06D80C94,0,0.002065,1,2.507701,EXPLOITATION
2026-01-01,SYS_018,AST_D2AAE75F,0,0.008102,1,3.658703,EXPLOITATION
2026-01-01,SYS_019,AST_295F6162,0,0.002763,1,1.569004,EXPLOITATION
2026-01-01,SYS_020,AST_A7767CC7,0,0.01581,1,3.575308,EXPLOITATION
2026-01-01,SYS_021,AST_47CEED8F,0,0.004483,1,2.241325,EXPLOITATION
2026-01-01,SYS_022,AST_3A3ABCBA,0,0.001244,1,1.197217,EXPLOITATION
2026-01-01,SYS_023,AST_7155CAE3,0,0.007842,1,4.436672,EXPLOITATION
2026-01-01,SYS_024,AST_360766DC,0,0.005005,1,3.188567,EXPLOITATION
2026-01-01,SYS_025,AST_E767A2E7,0,0.004591,1,3.629644,EXPLOITATION
2026-01-01,SYS_026,AST_DC1A2F24,0,0.009478,1,2.251018,EXPLOITATION
2026-01-01,SYS_027,AST_F62C7205,0,0.003598,1,1.263252,EXPLOITATION
2026-01-01,SYS_028,AST_01BDCD63,0,0.001399,1,1.73605,EXPLOITATION
2026-01-01,SYS_029,AST_72182962,0,0.00652,1,2.760152,EXPLOITATION
2026-01-01,SYS_030,AST_BC560A24,0,0.006823,1,2.347622,EXPLOITATION
2026-01-01,SYS_031,AST_9FC6C1DF,0,0.003018,1,1.997204,EXPLOITATION
2026-01-01,SYS_032,AST_A2D2456E,0,0.006997,1,5.87638,EXPLOITATION
2026-01-01,SYS_033,AST_78A40885,0,0.004234,1,1.566644,EXPLOITATION
2026-01-01,SYS_034,AST_898B9A3E,0,0.002596,1,2.352782,EXPLOITATION
